_id,data,fieldToAnnotate,tags,annotations,createdAt
74,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في أكتوبر 1997، قدمت وزارة العدل طلبًا في محكمة المقاطعة الفيدرالية، تفيد بأن مايكروسوفت انتهكت اتفاقية موقعة في 1994 وطلبت من المحكمة إيقاف تجميع إنترنت إكسبلورر مع وويندوز'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
75,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ': 323-324\n\nفي 13 يناير 2000، سلم بيل غيتس منصب الرئيس التنفيذي لستيف بالمر، وهو صديق جامعي قديم لبيل غيتس وموظف في الشركة منذ سنة 1980، بينما أنشأ منصبًا جديدًا لنفسه كرئيس مهندس برمجيات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
76,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي أكتوبر1999، قامت العديد من الشركات بما في ذلك مايكروسوفت بتشكيل «تحالف منصة الحوسبة الموثوقة»(من بين أمور أخرى) لزيادة الأمان وحماية الملكية الفكرية من خلال تحديد التغييرات في الأجهزة والبرامج'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
77,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' شجب النقاد التحالف باعتباره وسيلة لفرض قيود عشوائية على كيفية استخدام المستهلكين للبرامج، وعلى كيفية تصرف أجهزة الكمبيوتر، وكشكل من أشكال إدارة الحقوق الرقمية: على سبيل المثال السيناريو الذي لا يتم فيه تأمين الكمبيوتر لمالكه فحسب، بل يتم تأمينه أيضًا ضد صاحبها أيضًا'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
78,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 3 أبريل / نيسان 2000، صدر حكم في قضية رفعتها الولايات المتحدة ضد شركة مايكروسوفت،  جاء فيه وصف الشركة بأنها «ذات طابع احتكاري تعسفي»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
79,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في سنة 2004، استقرت أمور مايكروسوفت مع وزارة العدل الأمريكية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
80,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 25 أكتوبر 2001، أصدرت مايكروسوفت نظام التشغيل ويندوز إكس بي، لتوحيد الخطوط الرئيسية وخطوط ويندوزإن تي لنظام التشغيل ضمن قاعدة بيانات الإن تي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
81,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أصدرت الشركة جهاز إكس بوكس في وقت لاحق من ذلك العام، ودخلت سوق أجهزة ألعاب الفيديو التي كانت تهيمن عليها سوني ونينتندو'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
82,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في مارس 2004، رفع الاتحاد الأوروبي دعوى قانونية «ضد الاحتكار» الذي تمارسه شركة مايكروسوفت، مشيرًا إلى أنها أساءت استخدام هيمنتها مع نظام التشغيل وويندوز، مما أدى إلى إصدار حكم بقيمة 497 مليون يورو (613 مليون دولار) ومطالبتها بإنتاج إصدارات جديدة من ويندوز إكس بي بدون ويندوز ميديا بلاير، وهي ما عرف بـ: وويندوز إكس بي الإصدار المنزلي ن ووويندوز إكس بي الإصدارالاحترافي ن'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
83,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نوفمبر 2005، تم إصدار وحدة التحكم في ألعاب الفيديو الثانية للشركة، تعرف بـإكس بوكس 360'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
84,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كان هناك نسختان، نسخة أساسية مقابل 299'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
85,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '99 دولارًا ونسخة فاخرة بسعر 399'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
86,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '99 دولارًا'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
87,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nأصبح تواجد مايكروسوفت يظهربشكل متزايد في سوق أجهزة ألعاب الفيديو'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
88,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بعد إكس بوكس، أصدرت مايكروسوفت في سنة 2006 سلسلة زون لمشغلات الوسائط الرقمية، والتي خلفت منصة البرامج السابقة مركز الوسائط المحمولة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
89,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' توسعت هذه الالتزامات على الأجهزة السابقة من مايكروسوفت بعد فأرة حاسوب مايكروسوفت الأصلية في سنة 1983'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
90,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' اعتبارًا من سنة 2007، باعت الشركة أفضل لوحة مفاتيح سلكية («لوحة مفاتيح طبيعية مريحة 4000») والفأرة (انتليجي موس) وكاميرا الويب المكتبية (لايف كام)، في الولايات المتحدة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
91,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في ذلك العام، أطلقت الشركة أيضًا «الطاولة الرقمية» لجهازمايكروسوفت سارفيس، والتي أعيد تسميتها لاحقًا باسم بيكسل سانس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
92,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\n2007–2011: «ميكروسوفت أجور» و«ويندوز فيستا» و«ويندوز7» و«متاجر مايكروسوفت»\nتم عرض الإصدار التالي من ويندوز، فيستا في يناير 2007، والذي ركز على الميزات والأمان وواجهة مستخدم المُعاد تصميمها يطلق عليها اسم ويندوز إرو'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
93,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' مايكروسوفت أوفيس 2007، الذي تم إصداره في نفس الوقت، يتميز بواجهة مستخدم «الشريط» والتي كانت مختلفة عن سابقاتها'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
94,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' ساعدت المبيعات القوية نسبيًا لكلا المنتجين على تحقيق أرباح قياسية في سنة 2007'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
95,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' فرض الاتحاد الأوروبي غرامة أخرى مايكروسوفت قدرها 899 مليون يورو (1'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
96,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '4 مليار دولار) لعدم امتثال مايكروسوفت لحكم مارس 2004 الصادر في 27 فبراير 2008، قائلاً إن الشركة فرضت على المنافسين أسعارًا غير معقولة للحصول على معلومات أساسية حول ميكروسوفت إس كيو إل سيرفر والخوادم الخلفية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
97,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' صرحت مايكروسوفت أنها كانت في حالة امتثال وأن «هذه الغرامات تتعلق بقضايا سابقة تم حلها»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
98,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كما شهد سنة 2007 إنشاء وحدة متعددة النواة في مايكروسوفت، باتباع نفس خطوات شركات الخوادم مثل صن ميكروسيستمز وآي بي إم'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
99,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nتقاعد غيتس من منصبه كرئيس لمهندسي البرمجيات في 27 يونيو 2008، وهو القرارأعلن عنه في يونيو 2006، مع ااحتفاظه بمناصب أخرى متعلقة بالشركة بالإضافة إلى كونه مستشارًا للشركة في المشاريع الرئيسية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
100,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 27 أكتوبر 2008، مع ظهورمنصة خدمات ميكروسوفت أجور، دخلت الشركة إلى سوق الحوسبة السحابية بنظام التشغيل ويندوز'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
101,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 12 فبراير 2009، أعلنت مايكروسوفت عزمها على فتح سلسلة من متاجر البيع بالتجزئة التي تحمل علامة مايكروسوفت التجارية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
102,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' وفي 22 أكتوبر 2009، تم افتتاح أول متجر مايكروسوفت للبيع بالتجزئة في سكوتسديل بولاية أريزونا؛ في نفس اليوم الذي تم فيه إطلاق ويندوز7 رسميًا للجمهور'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
103,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كان تركيز ويندوز7 على تحسين فيستا بميزات سهلة الاستخدام وتحسينات في الأداء، بدلاً من إعادة صياغة شاملة لنظام ويندوز'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
104,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nمع ازدهار صناعة الهواتف الذكية في أواخر العقد الأول من القرن الحادي والعشرين، عملت شركة مايكروسوفت بغرض توفير نظام تشغيل حديث للهواتف الذكية لمواكبة منافسيها، لكنها عجزت أمام شركة أبل وأندرويد التي ترعاها جوجل في الولايات المتحدة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
105,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' نتيجة لذلك، قامت مايكروسوفت في سنة 2010 بتجديد نظام تشغيل الهواتف المحمولة القديم، ويندوز موبايل، واستبداله بنظام التشغيل ويندوز فون الجديد الذي تم إصداره في أكتوبر 2010'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
106,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' استخدمت «لغة تصميم واجهة مستخدم» جديدة، تحمل الاسم الرمزي «مترو»، والتي استخدمت الأشكال البسيطة والطباعة والأيقونات، مركزة على مبدأ التبسيط'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
107,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' طبقت مايكروسوفت إستراتيجية جديدة لصناعة البرمجيات، مما يوفر«تجربة مستخدم» متسقة عبر جميع الهواتف الذكية التي تستخدم نظام التشغيل ويندوز فون'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
108,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أطلقت تحالفًا مع نوكيا في سنة 2011 وعملت مايكروسوفت بشكل وثيق مع الشركة لتطوير ويندوز فون لكنها ظلت شريكة مع ويندوز التليفون المحمول إوم إتش تي سي لفترة طويلة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
109,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' مايكروسوفت هي أحد الأعضاء المؤسسين «لمؤسسة الشبكات المفتوحة» التي بدأت نشاطها في 23 مارس 2011'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
110,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كان زملاؤها المؤسسون جوجل وهوليت-باكارد وياهو! وفيرايزون للاتصالات ودويتشه تيليكوم و17 شركة أخرى'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
111,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تركز هذه المنظمة غير الربحية على تقديم الدعم لمبادرة الحوسبة السحابية المسماة الشبكات المعرفة بالبرمجيات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
112,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تهدف المبادرة إلى تسريع الابتكار من خلال تغييرات بسيطة في البرامج في شبكات الاتصالات والشبكات اللاسلكية ومراكز البيانات ومجالات الشبكات الأخرى'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
113,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\n2011–2014: أجهزة «ويندوز 8 / 8'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
114,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '1» و«إكس بوكس ون» و«أوت لوك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
115,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': 'كوم» وأجهزة «مايكروسوفت سارفيس»\nبعد إصدار ويندوز فون، قامت مايكروسوفت بإعادة تسمية تدريجية لمجموعة منتجاتها خلال سنة ي 2011 و2012، مع اعتماد شعارات الشركة ومنتجاتها وخدماتها ومواقعها الإلكترونية مبادئ ومفاهيم لغة تصميم «مترو»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
116,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في يونيو 2011، بـتايبيه، كشفت مايكروسوفت النقاب عن ويندوز 8، وهو نظام تشغيل مصمم لتشغيل كل من أجهزة الكمبيوتر الشخصية وأجهزة الكمبيوتر اللوحية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
117,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تم إصدار «معاينة المطور» في 13 سبتمبر، والتي تم استبدالها لاحقًا «بمعاينة المستهلك» في 29 فبراير 2012، وتم إصدارها للجمهور في مايو'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
118,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تم كشف النقاب عن مايكروسوفت سارفيس في 18 يونيو، ليصبح أول كمبيوتر في تاريخ الشركة تصنع كل أجهزته من طرف مايكروسوفت'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
119,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 25 يونيو، دفعت مايكروسوفت 1'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
120,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '2 مليار دولار أمريكي لشراء شبكة التواصل الاجتماعي يأمر'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
121,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 31 يوليو، أطلقوا خدمة بريد الويب أوت لوك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
122,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': 'كوم للتنافس مع جي ميل'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
123,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 4 سبتمبر 2012، أصدرت مايكروسوفت ويندوز سيرفر 2012'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
124,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\nفي يوليو 2012، باعت مايكروسوفت حصتها البالغة 50٪ في إم إس إن بي سي، والتي كانت تديرها كمشروع مشترك مع إن بي سي منذ سنة 1996'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
125,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 1 أكتوبر، أعلنت شركة مايكروسوفت عزمها إطلاق عملية إخبارية، كجزء من إم إس إن بمظهر جديد، مع ويندوز8 في وقت لاحق من هذا الشهر'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
126,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n في 26 أكتوبر 2012، أطلقت مايكروسوفت ويندوز8 ومايكروسوفت سارفيس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
127,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بعد ثلاثة أيام، تم إطلاق ويندوز فون لمواكبة احتمالية زيادة الطلب على المنتجات والخدمات، افتتحت مايكروسوفت عددًا من «متاجرالعطل» في جميع أنحاء الولايات المتحدة لاستكمال العدد المتزايد من متاجر مايكروسوفت «الفعلية» التي تم افتتاحها في بداية نفس السنة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
128,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 29 مارس 2013، أطلقت مايكروسوفت برنامج تعقب براءات الاختراع'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
129,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي أغسطس 2012، أعلنت إدارة شرطة مدينة نيويورك عن شراكة مع مايكروسوفت لتطوير نظام الوعي بالمجال الذي يستخدم لمراقبة الشرطة في مدينة نيويورك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
130,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nتمت ترقية جهاز كنيكت، وهو جهاز لاستشعار الحركة من صنع مايكروسوفت وصمم كوحدة تحكم لألعاب الفيديو، تم عرضه لأول مرة في نوفمبر 2010'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
131,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' استعملت كوحدة تحكم لألعاب الفيديو إكس بوكس ون في 2013'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
132,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': 'كما تم الكشف عن قدرات كنيكت في مايو 2013: كاميرا فائقة الاتساع بدقة 1080 بكسل، تعمل في الظلام بسبب مستشعر الأشعة تحت الحمراء، وقوة المعالجة المتطورة والبرمجيات الجديدة، والقدرة على التمييز بين الحركات الدقيقة (مثل حركات الإبهام)، وتحديد معدل ضربات قلب المستخدم من خلال النظر إلى وجهه'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
133,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' قدمت مايكروسوفت طلب براءة اختراع في سنة 2011 يقترح أن الشركة قد تستخدم نظام كاميرا كنيكت لمراقبة سلوك مشاهدي التلفزيون كجزء من خطة لجعل تجربة المشاهدة أكثر تفاعلية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
134,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 19 يوليو 2013، عانت أسهم مايكروسوفت من أكبرعمليات البيع منذ سنة 2000، بعد أن أثار تقرير«الربع الرابع» مخاوف المستثمرين بشأن العروض السيئة لكل من ويندوز 8 ومايكروسوفت سارفيس (حاسوب لوحي)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
135,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تكبدت مايكروسوفت إثرها خسارة تزيد عن 32 مليار دولار أمريكي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
136,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nتماشياً مع نضوج أعمال الكمبيوتر الشخصي، أعلنت مايكروسوفت في يوليو 2013 أنها ستعيد تنظيم أعمالها في أربعة أقسام أعمال جديدة، وهي نظام التشغيل والتطبيقات والسحابة والأجهزة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
137,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' سيتم حل جميع الأقسام السابقة إلى أقسام جديدة دون أي تخفيضات في القوى العاملة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
138,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 3 سبتمبر 2013، وافقت مايكروسوفت على شراء جهاز نوكيا المحمول مقابل 7 مليارات دولار،  بعد أن تولت إيمي هود منصب المدير المالي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
139,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\n2014–2020: «ويندوز 10» و«مايكروسوفت إيدج» و«هولولنز»\nفي 4 فبراير 2014، تنحى ستيف بالمر عن منصبه كرئيس تنفيذي لشركة مايكروسوفت وخلفه ساتيا نادالا، الذي كان يقود سابقًا قسم «السحابة والمؤسسات» في مايكروسوفت'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
140,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نفس اليوم، تولى جون دبليو طومسون منصب رئيس مجلس الإدارة، بدلاً من بيل غيتس، الذي استمر في المشاركة كمستشار تقني'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
141,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أصبح طومسون ثاني رئيس في تاريخ مايكروسوفت'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
142,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 25 أبريل 2014، استحوذت مايكروسوفت على أجهزة وخدمات نوكيا مقابل 7'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
143,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '2 مليار دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
144,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تم تغيير اسم هذه الشركة الفرعية الجديدة إلى مايكروسوفت «التليفون المحمول أوي»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
145,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 15 سبتمبر 2014، استحوذت مايكروسوفت كذلك على شركة موجانغ لتطوير ألعاب الفيديو، والمعروفة باسم ماينكرافت، مقابل 2'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
146,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
147,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 8 يونيو / حزيران 2017، استحوذت مايكروسوفت على شركة إكساديت، وهي شركة أمنية إسرائيلية، مقابل 100 مليون دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
148,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 21 كانون الثاني (يناير) 2015، أعلنت شركة مايكروسوفت إطلاق أول سبورة تفاعلية، «مايكروسوفت سارفيس هاب»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
149,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 29 يوليو 2015، تم إطلاق ويندوز 10، أما في سبتمبر 2016, فتم إصدارويندوز سيرفر 2016'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
150,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في الربع الأول من سنة 2015، كانت مايكروسوفت ثالث أكبر صانع للهواتف المحمولة، حيث باعت 33 مليون وحدة (7'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
151,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '2٪ من الكل)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
152,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في حين أن الغالبية العظمى منهم (75٪ على الأقل) لا يشتغلون بأي إصدار من ويندوز فون - لم يتم تصنيف الهواتف الأخرى على أنها هواتف ذكية من طرف جارتنر - في نفس الفترة، تم تصنيع 8 ملايين هاتف ذكي يعمل بنظام ويندوز (2'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
153,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5٪ من جميع الهواتف الذكية) من قبل جميع الشركات المصنعة (في الغالب مايكروسوفت)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
154,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' خلال صيف سنة 2015، خسرت الشركة 7'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
155,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '6 مليار دولار فيما يتعلق بأعمال الهاتف المحمول، وطردت 7800 موظف'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
156,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بلغت حصة مايكروسوفت في سوق الهواتف الذكية الأمريكية 2'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
157,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '7٪ في يناير 2016'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
158,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 1 مارس 2016، أعلنت شركة مايكروسوفت عن دمج أقسام أجهزة «الكمبيوتر الشخصية» و«أجهزة إكس بوكس»، حيث أعلن فيل سبنسر أن تطبيقات «منصة ويندوز العالمية» ستكون محور ألعاب مايكروسوفت في المستقبل'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
159,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 24 يناير 2017، عرضت مايكروسوفت من خلال إدارة الأجهزة النقالة «إنتون للتعليم» في المؤتمرالتعليمي البريطاني للتدريب والتكنولوجيا 2017 في لندن'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
160,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' إنتون للتعليم هو تطبيق قائم على السحابة وخدمة إدارة الأجهزة لقطاع التعليم'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
161,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في مايو / أيار 2016، أعلنت الشركة أنها ستسرح 1850 سنة لاً، وتحمل رسوم انخفاض القيمة وإعادة الهيكلة بقيمة 950 مليون دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
162,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في يونيو 2016، أعلنت مايكروسوفت عن مشروع باسم «مايكروسوفت حماية المعلومات في أجور»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
